timestamp,window,true_hr,true_spo2
2026-03-19T16:09:09.083,37,85,97
2026-03-19T16:09:15.483,38,94,97
2026-03-19T16:09:17.390,38,95,97
2026-03-19T16:09:19.183,38,96,97
2026-03-19T16:09:20.887,38,96,97
2026-03-19T16:09:22.853,38,96,97
2026-03-19T16:09:24.871,38,94,97
2026-03-19T16:09:29.001,39,83,97
2026-03-19T16:09:30.555,39,83,98
2026-03-19T16:09:32.158,39,84,98
2026-03-19T16:09:33.413,39,84,97
2026-03-19T16:09:35.190,39,84,97
2026-03-19T16:09:37.312,39,83,97
2026-03-19T16:09:41.293,40,84,97
2026-03-19T16:09:42.579,40,84,97
2026-03-19T16:09:44.108,40,84,97
2026-03-19T16:09:45.365,40,83,96
2026-03-19T16:09:47.254,40,83,96
2026-03-19T16:09:49.099,40,83,96
2026-03-19T16:09:50.815,40,83,96
2026-03-19T16:09:54.723,41,86,96
2026-03-19T16:09:55.975,41,84,96
2026-03-19T16:09:57.558,41,84,96
2026-03-19T16:09:59.305,41,82,96
2026-03-19T16:10:00.911,41,80,96
2026-03-19T16:10:02.443,41,81,96
2026-03-19T16:10:03.972,41,81,96
2026-03-19T16:10:08.074,42,85,96
2026-03-19T16:10:09.728,42,84,96
2026-03-19T16:10:11.735,42,82,96
2026-03-19T16:10:13.211,42,82,96
2026-03-19T16:10:14.769,42,83,96
2026-03-19T16:10:16.328,42,84,96
2026-03-19T16:10:17.740,42,84,96
